id,Type_fraude,cluster,Date_systeme
6926932023-10-29 22:24:12.675,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6926932023-10-29 22:24:34.076,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6926932023-10-29 22:26:13.902,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6927252023-10-31 15:32:01.061,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6927392023-10-31 12:11:58.389,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6927392023-10-31 15:40:49.333,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6929052023-10-31 10:03:05.919,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6929052023-10-31 10:05:07.078,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6929052023-10-31 10:41:09.154,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6929292023-10-31 10:31:08.780,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6929292023-10-31 10:33:09.940,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6929292023-10-31 10:39:11.107,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6929922023-10-31 13:50:13.885,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6973482023-11-29 11:20:30.816,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003082023-12-18 09:22:32.633,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003082023-12-18 09:22:53.352,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003082023-12-18 09:26:35.105,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003332023-12-18 09:37:41.328,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003332023-12-18 09:38:09.983,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003332023-12-18 09:40:40.141,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003432023-12-18 09:35:19.830,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003432023-12-18 09:37:57.806,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003632023-12-18 09:36:37.362,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003832023-12-18 09:44:18.408,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003832023-12-18 09:47:14.211,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003832023-12-18 09:48:21.649,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7003982023-12-18 09:43:00.764,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7004032023-12-18 09:45:21.503,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7004032023-12-18 09:45:49.577,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7004032023-12-18 09:47:37.887,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7004132023-12-18 09:44:31.685,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7004932023-12-18 10:01:35.995,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7004932023-12-18 10:04:27.119,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7004932023-12-18 10:06:15.343,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7004932023-12-18 10:09:14.194,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7005282023-12-18 10:09:14.645,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7005332023-12-18 10:08:41.474,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7005432023-12-18 10:11:17.533,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7005532023-12-18 10:11:55.681,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7005582023-12-18 10:12:36.066,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7005582023-12-18 10:12:57.312,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7005632023-12-18 10:32:46.533,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7005732023-12-18 10:16:13.603,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7005832023-12-18 10:16:59.409,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7006082023-12-18 10:25:58.495,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7006082023-12-18 10:26:28.772,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7006132023-12-18 10:26:14.668,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7006282023-12-18 10:34:54.878,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7006282023-12-18 10:35:42.188,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7006282023-12-18 10:36:17.571,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7006282023-12-18 10:37:52.118,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7014022023-12-19 16:57:09.632,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7014022023-12-19 16:57:50.999,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7243702024-01-17 15:37:50.048,Contrat sans echeancier,2,2024-06-27 21:25:52.661329
6706452022-10-20 08:34:26.061,Contrat sans echeancier,1,2024-06-27 21:25:52.661329
6706452022-10-20 08:34:31.430,Contrat sans echeancier,1,2024-06-27 21:25:52.661329
6866022023-08-23 08:46:44.589,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6866052023-08-23 08:50:01.457,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6866672023-08-24 07:47:44.829,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6866682023-08-24 07:49:52.966,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6866692023-08-24 07:56:10.650,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6866902023-08-24 14:41:09.111,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6866942023-08-24 14:55:05.991,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6866952023-08-24 14:56:39.667,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6866962023-08-24 14:57:12.033,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6866972023-08-24 15:00:06.653,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
6866982023-08-24 15:23:19.679,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7036222023-12-20 19:05:31.652,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7045362023-12-21 15:09:54.515,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7074822023-12-27 16:00:32.070,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7074972023-12-27 16:05:17.934,Contrat sans echeancier,0,2024-06-27 21:25:52.661329
7241102024-01-17 14:09:26.314,Contrat sans echeancier,2,2024-06-27 21:25:52.661329
