id,Type_fraude,cluster,Date_systeme
6720402022-12-06 11:33:14.444,Faux mca,0,2024-06-27 21:58:19.610560
6720432022-12-06 11:53:48.991,Faux mca,0,2024-06-27 21:58:19.610560
6720532022-12-06 14:06:19.995,Faux mca,0,2024-06-27 21:58:19.610560
6720582022-12-06 16:10:29.039,Faux mca,0,2024-06-27 21:58:19.610560
6720592022-12-07 08:49:52.436,Faux mca,0,2024-06-27 21:58:19.610560
6720902022-12-07 15:59:52.735,Faux mca,0,2024-06-27 21:58:19.610560
6720922022-12-07 16:58:10.046,Faux mca,0,2024-06-27 21:58:19.610560
6720952022-12-07 16:37:32.537,Faux mca,0,2024-06-27 21:58:19.610560
6720992022-12-07 17:02:34.949,Faux mca,0,2024-06-27 21:58:19.610560
6721162022-12-08 14:01:04.871,Faux mca,0,2024-06-27 21:58:19.610560
6721202022-12-08 15:39:17.312,Faux mca,0,2024-06-27 21:58:19.610560
6721222022-12-08 15:45:13.695,Faux mca,0,2024-06-27 21:58:19.610560
6721232022-12-08 15:50:58.001,Faux mca,0,2024-06-27 21:58:19.610560
6721432022-12-09 09:48:15.977,Faux mca,0,2024-06-27 21:58:19.610560
6721452022-12-09 10:00:19.476,Faux mca,0,2024-06-27 21:58:19.610560
6721492022-12-09 10:37:00.532,Faux mca,0,2024-06-27 21:58:19.610560
6721592022-12-09 14:39:23.210,Faux mca,0,2024-06-27 21:58:19.610560
6722562022-12-12 17:01:27.846,Faux mca,0,2024-06-27 21:58:19.610560
6722822022-12-13 14:52:15.237,Faux mca,0,2024-06-27 21:58:19.610560
6722972022-12-13 16:10:07.177,Faux mca,0,2024-06-27 21:58:19.610560
6723012022-12-13 16:48:41.911,Faux mca,0,2024-06-27 21:58:19.610560
6723042022-12-14 08:40:39.858,Faux mca,0,2024-06-27 21:58:19.610560
6723092022-12-14 10:19:13.421,Faux mca,0,2024-06-27 21:58:19.610560
6723112022-12-14 10:49:54.110,Faux mca,0,2024-06-27 21:58:19.610560
6723312022-12-14 16:09:31.805,Faux mca,0,2024-06-27 21:58:19.610560
6723592022-12-15 14:45:07.610,Faux mca,0,2024-06-27 21:58:19.610560
6723602022-12-15 14:47:45.562,Faux mca,0,2024-06-27 21:58:19.610560
6724682022-12-19 15:26:08.187,Faux mca,0,2024-06-27 21:58:19.610560
6726452022-12-23 17:11:38.018,Faux mca,0,2024-06-27 21:58:19.610560
6726902022-12-27 10:30:49.008,Faux mca,0,2024-06-27 21:58:19.610560
6727072022-12-27 13:43:50.527,Faux mca,0,2024-06-27 21:58:19.610560
6729132023-01-05 13:27:51.080,Faux mca,0,2024-06-27 21:58:19.610560
6731822023-01-13 14:57:21.904,Faux mca,0,2024-06-27 21:58:19.610560
6733782023-01-20 19:01:12.068,Faux mca,0,2024-06-27 21:58:19.610560
6733802023-01-21 09:40:51.091,Faux mca,0,2024-06-27 21:58:19.610560
6734702023-01-25 12:53:11.443,Faux mca,0,2024-06-27 21:58:19.610560
6737362023-02-01 14:42:14.243,Faux mca,0,2024-06-27 21:58:19.610560
6740142023-02-07 16:29:49.526,Faux mca,0,2024-06-27 21:58:19.610560
6741822023-02-09 10:14:57.960,Faux mca,0,2024-06-27 21:58:19.610560
6742172023-02-09 11:43:03.423,Faux mca,0,2024-06-27 21:58:19.610560
6743702023-02-13 10:36:24.188,Faux mca,0,2024-06-27 21:58:19.610560
6744362023-02-13 17:10:42.045,Faux mca,0,2024-06-27 21:58:19.610560
6744432023-02-13 18:04:05.126,Faux mca,0,2024-06-27 21:58:19.610560
6744952023-02-14 10:26:21.278,Faux mca,0,2024-06-27 21:58:19.610560
6746532023-02-15 13:00:49.148,Faux mca,0,2024-06-27 21:58:19.610560
6752992023-02-22 09:22:48.572,Faux mca,2,2024-06-27 21:58:19.610560
6758302023-02-27 16:35:41.949,Faux mca,2,2024-06-27 21:58:19.610560
6764102023-03-06 14:52:38.574,Faux mca,2,2024-06-27 21:58:19.610560
6764182023-03-06 15:07:25.447,Faux mca,2,2024-06-27 21:58:19.610560
6768432023-03-10 17:25:52.148,Faux mca,2,2024-06-27 21:58:19.610560
6768652023-03-13 09:51:11.668,Faux mca,2,2024-06-27 21:58:19.610560
6770092023-03-14 14:15:30.264,Faux mca,2,2024-06-27 21:58:19.610560
6770992023-03-15 13:59:09.916,Faux mca,2,2024-06-27 21:58:19.610560
6772022023-03-16 13:56:29.190,Faux mca,2,2024-06-27 21:58:19.610560
6772142023-03-16 14:35:32.664,Faux mca,2,2024-06-27 21:58:19.610560
6772912023-03-17 14:09:02.114,Faux mca,2,2024-06-27 21:58:19.610560
6773042023-03-17 15:05:39.829,Faux mca,2,2024-06-27 21:58:19.610560
6773432023-03-17 17:26:42.214,Faux mca,2,2024-06-27 21:58:19.610560
6773712023-03-20 13:27:26.105,Faux mca,2,2024-06-27 21:58:19.610560
6773972023-03-21 09:10:40.781,Faux mca,2,2024-06-27 21:58:19.610560
6775482023-03-22 13:09:49.771,Faux mca,2,2024-06-27 21:58:19.610560
6775672023-03-22 14:38:14.611,Faux mca,2,2024-06-27 21:58:19.610560
6776542023-03-23 10:41:04.829,Faux mca,2,2024-06-27 21:58:19.610560
6777032023-03-23 16:00:32.108,Faux mca,2,2024-06-27 21:58:19.610560
6777042023-03-23 16:15:49.957,Faux mca,2,2024-06-27 21:58:19.610560
6777922023-03-24 14:47:14.913,Faux mca,2,2024-06-27 21:58:19.610560
6778462023-03-27 10:33:51.498,Faux mca,2,2024-06-27 21:58:19.610560
6778492023-03-27 10:58:57.472,Faux mca,2,2024-06-27 21:58:19.610560
6779242023-03-28 12:24:43.274,Faux mca,2,2024-06-27 21:58:19.610560
6780142023-03-29 11:00:44.717,Faux mca,2,2024-06-27 21:58:19.610560
6780742023-03-30 09:34:36.202,Faux mca,2,2024-06-27 21:58:19.610560
6780882023-03-30 10:33:21.657,Faux mca,2,2024-06-27 21:58:19.610560
6780952023-03-30 10:53:15.347,Faux mca,2,2024-06-27 21:58:19.610560
6781152023-03-30 13:59:58.400,Faux mca,2,2024-06-27 21:58:19.610560
6782122023-03-31 14:16:53.285,Faux mca,2,2024-06-27 21:58:19.610560
6784562023-04-06 14:15:05.984,Faux mca,2,2024-06-27 21:58:19.610560
6785112023-04-07 13:03:01.023,Faux mca,2,2024-06-27 21:58:19.610560
6785582023-04-11 09:55:41.001,Faux mca,2,2024-06-27 21:58:19.610560
6789022023-04-17 08:22:39.371,Faux mca,2,2024-06-27 21:58:19.610560
6790402023-04-18 11:00:04.527,Faux mca,1,2024-06-27 21:58:19.610560
6790402023-04-18 11:00:12.352,Faux mca,1,2024-06-27 21:58:19.610560
6790402023-04-18 11:00:19.484,Faux mca,1,2024-06-27 21:58:19.610560
6791662023-04-20 08:41:14.014,Faux mca,1,2024-06-27 21:58:19.610560
6791852023-04-20 10:31:19.250,Faux mca,1,2024-06-27 21:58:19.610560
6791972023-04-20 11:39:27.658,Faux mca,1,2024-06-27 21:58:19.610560
6792732023-04-23 18:33:19.986,Faux mca,1,2024-06-27 21:58:19.610560
6792742023-04-23 18:39:47.112,Faux mca,1,2024-06-27 21:58:19.610560
6792752023-04-23 18:46:12.029,Faux mca,1,2024-06-27 21:58:19.610560
6793662023-04-25 09:30:35.006,Faux mca,1,2024-06-27 21:58:19.610560
6793692023-04-25 09:42:33.192,Faux mca,1,2024-06-27 21:58:19.610560
6793792023-04-25 10:31:55.594,Faux mca,1,2024-06-27 21:58:19.610560
6794822023-04-26 11:02:07.108,Faux mca,1,2024-06-27 21:58:19.610560
6795242023-04-26 13:32:28.673,Faux mca,1,2024-06-27 21:58:19.610560
6795432023-04-26 17:49:28.709,Faux mca,1,2024-06-27 21:58:19.610560
6795592023-04-27 09:39:09.847,Faux mca,1,2024-06-27 21:58:19.610560
6795702023-04-27 12:56:41.613,Faux mca,1,2024-06-27 21:58:19.610560
6795752023-04-27 13:49:26.145,Faux mca,1,2024-06-27 21:58:19.610560
6796522023-04-28 10:35:46.720,Faux mca,1,2024-06-27 21:58:19.610560
6798502023-05-03 10:22:36.933,Faux mca,1,2024-06-27 21:58:19.610560
6799762023-05-04 14:39:34.212,Faux mca,1,2024-06-27 21:58:19.610560
6799772023-05-04 14:41:40.783,Faux mca,1,2024-06-27 21:58:19.610560
6800182023-05-05 10:09:32.223,Faux mca,1,2024-06-27 21:58:19.610560
6800282023-05-05 11:50:58.984,Faux mca,1,2024-06-27 21:58:19.610560
6801722023-05-09 13:31:12.756,Faux mca,1,2024-06-27 21:58:19.610560
6801892023-05-09 14:43:06.931,Faux mca,1,2024-06-27 21:58:19.610560
6802562023-05-10 11:06:11.190,Faux mca,1,2024-06-27 21:58:19.610560
6803212023-05-11 10:33:16.030,Faux mca,1,2024-06-27 21:58:19.610560
6803422023-05-11 14:00:47.166,Faux mca,1,2024-06-27 21:58:19.610560
6803472023-05-11 14:21:52.960,Faux mca,1,2024-06-27 21:58:19.610560
6803622023-05-11 15:27:45.297,Faux mca,1,2024-06-27 21:58:19.610560
6804842023-05-15 10:34:48.651,Faux mca,1,2024-06-27 21:58:19.610560
6805142023-05-15 14:02:37.835,Faux mca,1,2024-06-27 21:58:19.610560
6805342023-05-16 12:32:37.482,Faux mca,1,2024-06-27 21:58:19.610560
6806752023-05-17 10:44:45.901,Faux mca,1,2024-06-27 21:58:19.610560
6807922023-05-19 07:59:30.125,Faux mca,1,2024-06-27 21:58:19.610560
6808312023-05-19 12:45:06.728,Faux mca,1,2024-06-27 21:58:19.610560
6810632023-05-23 13:35:38.279,Faux mca,1,2024-06-27 21:58:19.610560
6815662023-05-26 13:21:39.345,Faux mca,1,2024-06-27 21:58:19.610560
6815752023-05-26 13:22:30.994,Faux mca,1,2024-06-27 21:58:19.610560
6816062023-05-26 15:59:17.004,Faux mca,1,2024-06-27 21:58:19.610560
6818572023-05-30 17:11:43.942,Faux mca,1,2024-06-27 21:58:19.610560
6818782023-05-31 09:19:00.518,Faux mca,1,2024-06-27 21:58:19.610560
6818962023-05-31 11:16:17.009,Faux mca,1,2024-06-27 21:58:19.610560
6818992023-05-31 12:12:18.755,Faux mca,1,2024-06-27 21:58:19.610560
6823372023-06-05 14:54:33.756,Faux mca,1,2024-06-27 21:58:19.610560
6826242023-06-07 12:12:17.622,Faux mca,1,2024-06-27 21:58:19.610560
6828282023-06-09 15:04:07.855,Faux mca,1,2024-06-27 21:58:19.610560
6829452023-06-13 14:27:14.340,Faux mca,1,2024-06-27 21:58:19.610560
6831732023-06-17 12:14:20.373,Faux mca,1,2024-06-27 21:58:19.610560
6837932023-06-27 16:13:17.038,Faux mca,1,2024-06-27 21:58:19.610560
