id,Type_fraude,cluster,Date_systeme
6803302023-05-11 12:17:05.188,fake tags,2,2024-06-28 10:10:26.224733
6803422023-05-11 14:00:47.166,fake tags,2,2024-06-28 10:10:26.224733
6803432023-05-11 14:07:40.058,fake tags,2,2024-06-28 10:10:26.224733
6804262023-05-12 13:28:33.196,fake tags,2,2024-06-28 10:10:26.224733
6804322023-05-12 13:57:43.711,fake tags,2,2024-06-28 10:10:26.224733
6804342023-05-12 14:04:49.918,fake tags,2,2024-06-28 10:10:26.224733
6804412023-05-12 15:07:23.946,fake tags,2,2024-06-28 10:10:26.224733
6804522023-05-12 16:18:55.029,fake tags,2,2024-06-28 10:10:26.224733
6804652023-05-15 08:26:01.751,fake tags,2,2024-06-28 10:10:26.224733
6804712023-05-15 09:04:55.851,fake tags,2,2024-06-28 10:10:26.224733
6804732023-05-15 09:25:25.354,fake tags,2,2024-06-28 10:10:26.224733
6804852023-05-15 10:34:52.882,fake tags,2,2024-06-28 10:10:26.224733
6804962023-05-15 11:03:46.773,fake tags,2,2024-06-28 10:10:26.224733
6805032023-05-15 12:32:18.411,fake tags,2,2024-06-28 10:10:26.224733
6805162023-05-15 14:03:56.432,fake tags,2,2024-06-28 10:10:26.224733
6805732023-05-16 10:28:22.502,fake tags,2,2024-06-28 10:10:26.224733
6806062023-05-16 14:06:03.291,fake tags,2,2024-06-28 10:10:26.224733
6806462023-05-17 08:18:28.548,fake tags,2,2024-06-28 10:10:26.224733
6806722023-05-17 10:29:00.546,fake tags,2,2024-06-28 10:10:26.224733
6806822023-05-17 12:07:51.734,fake tags,2,2024-06-28 10:10:26.224733
6806852023-05-17 12:19:18.015,fake tags,2,2024-06-28 10:10:26.224733
6807082023-05-17 14:17:26.807,fake tags,2,2024-06-28 10:10:26.224733
6807152023-05-17 14:48:43.055,fake tags,2,2024-06-28 10:10:26.224733
6807162023-05-17 14:58:05.215,fake tags,2,2024-06-28 10:10:26.224733
6807632023-05-18 10:18:57.206,fake tags,2,2024-06-28 10:10:26.224733
6807662023-05-18 12:34:12.831,fake tags,2,2024-06-28 10:10:26.224733
6807702023-05-18 14:41:30.418,fake tags,2,2024-06-28 10:10:26.224733
6807772023-05-18 15:15:21.707,fake tags,2,2024-06-28 10:10:26.224733
6807842023-05-19 07:20:47.370,fake tags,2,2024-06-28 10:10:26.224733
6808032023-05-19 09:05:29.108,fake tags,2,2024-06-28 10:10:26.224733
6808052023-05-19 09:18:23.496,fake tags,2,2024-06-28 10:10:26.224733
6808122023-05-19 10:11:30.944,fake tags,2,2024-06-28 10:10:26.224733
6808192023-05-19 10:42:45.771,fake tags,2,2024-06-28 10:10:26.224733
6808242023-05-19 11:20:16.418,fake tags,2,2024-06-28 10:10:26.224733
6808272023-05-19 12:01:08.102,fake tags,2,2024-06-28 10:10:26.224733
6808342023-05-19 13:01:49.866,fake tags,2,2024-06-28 10:10:26.224733
6808382023-05-19 13:44:01.594,fake tags,2,2024-06-28 10:10:26.224733
6808422023-05-19 14:46:45.065,fake tags,2,2024-06-28 10:10:26.224733
6808462023-05-19 15:31:14.456,fake tags,2,2024-06-28 10:10:26.224733
6808472023-05-19 15:32:28.973,fake tags,2,2024-06-28 10:10:26.224733
6808512023-05-19 15:51:22.718,fake tags,2,2024-06-28 10:10:26.224733
6808592023-05-20 12:02:20.857,fake tags,2,2024-06-28 10:10:26.224733
6808662023-05-22 08:05:21.476,fake tags,2,2024-06-28 10:10:26.224733
6808872023-05-22 10:00:58.275,fake tags,2,2024-06-28 10:10:26.224733
6809012023-05-22 11:49:52.527,fake tags,2,2024-06-28 10:10:26.224733
6809342023-05-22 13:39:12.950,fake tags,2,2024-06-28 10:10:26.224733
6809392023-05-22 14:18:26.691,fake tags,2,2024-06-28 10:10:26.224733
6809662023-05-22 15:23:59.866,fake tags,2,2024-06-28 10:10:26.224733
6810052023-05-23 09:02:41.491,fake tags,2,2024-06-28 10:10:26.224733
6810062023-05-23 09:08:00.109,fake tags,2,2024-06-28 10:10:26.224733
6810072023-05-23 09:09:11.870,fake tags,2,2024-06-28 10:10:26.224733
6810152023-05-23 09:33:46.108,fake tags,2,2024-06-28 10:10:26.224733
6810302023-05-23 10:06:08.714,fake tags,2,2024-06-28 10:10:26.224733
6810432023-05-23 12:13:31.555,fake tags,2,2024-06-28 10:10:26.224733
6810622023-05-23 13:29:41.447,fake tags,2,2024-06-28 10:10:26.224733
6811052023-05-23 15:35:35.694,fake tags,2,2024-06-28 10:10:26.224733
6811202023-05-23 17:01:47.134,fake tags,2,2024-06-28 10:10:26.224733
6811292023-05-24 08:37:35.185,fake tags,2,2024-06-28 10:10:26.224733
6811362023-05-24 08:51:46.608,fake tags,2,2024-06-28 10:10:26.224733
6811592023-05-24 09:13:52.202,fake tags,2,2024-06-28 10:10:26.224733
6811602023-05-24 09:18:02.986,fake tags,2,2024-06-28 10:10:26.224733
6811752023-05-24 10:31:44.381,fake tags,2,2024-06-28 10:10:26.224733
6811832023-05-24 10:45:20.109,fake tags,2,2024-06-28 10:10:26.224733
6812112023-05-24 11:33:43.977,fake tags,2,2024-06-28 10:10:26.224733
6812182023-05-24 12:17:18.411,fake tags,2,2024-06-28 10:10:26.224733
6812292023-05-24 13:09:25.087,fake tags,2,2024-06-28 10:10:26.224733
6814122023-05-25 14:24:04.797,fake tags,2,2024-06-28 10:10:26.224733
6814582023-05-25 15:17:56.673,fake tags,2,2024-06-28 10:10:26.224733
6815492023-05-26 10:33:12.310,fake tags,2,2024-06-28 10:10:26.224733
6815592023-05-26 11:57:44.518,fake tags,2,2024-06-28 10:10:26.224733
6815802023-05-26 14:05:31.757,fake tags,2,2024-06-28 10:10:26.224733
6815992023-05-26 15:25:25.356,fake tags,2,2024-06-28 10:10:26.224733
6816082023-05-26 16:03:18.157,fake tags,2,2024-06-28 10:10:26.224733
6816282023-05-29 09:55:53.562,fake tags,2,2024-06-28 10:10:26.224733
6817162023-05-30 08:59:26.943,fake tags,2,2024-06-28 10:10:26.224733
6817912023-05-30 13:11:53.883,fake tags,2,2024-06-28 10:10:26.224733
6817942023-05-30 13:15:29.573,fake tags,2,2024-06-28 10:10:26.224733
6818212023-05-30 14:35:42.910,fake tags,2,2024-06-28 10:10:26.224733
6818262023-05-30 14:41:32.217,fake tags,2,2024-06-28 10:10:26.224733
6818432023-05-30 15:46:52.669,fake tags,2,2024-06-28 10:10:26.224733
6818662023-05-31 07:59:50.906,fake tags,2,2024-06-28 10:10:26.224733
6818702023-05-31 08:54:19.196,fake tags,2,2024-06-28 10:10:26.224733
6819122023-05-31 13:01:56.232,fake tags,2,2024-06-28 10:10:26.224733
6819432023-05-31 13:47:48.542,fake tags,2,2024-06-28 10:10:26.224733
6819452023-05-31 13:51:36.085,fake tags,2,2024-06-28 10:10:26.224733
6819472023-05-31 13:57:35.926,fake tags,2,2024-06-28 10:10:26.224733
6819602023-05-31 14:17:55.655,fake tags,2,2024-06-28 10:10:26.224733
6819792023-05-31 14:42:11.344,fake tags,2,2024-06-28 10:10:26.224733
6819812023-05-31 14:54:28.660,fake tags,2,2024-06-28 10:10:26.224733
6819972023-05-31 15:51:26.115,fake tags,2,2024-06-28 10:10:26.224733
6820152023-05-31 17:31:01.753,fake tags,2,2024-06-28 10:10:26.224733
6820462023-06-01 09:16:49.047,fake tags,2,2024-06-28 10:10:26.224733
6820632023-06-01 09:50:22.189,fake tags,2,2024-06-28 10:10:26.224733
6820692023-06-01 10:12:00.272,fake tags,2,2024-06-28 10:10:26.224733
6820822023-06-01 10:51:16.105,fake tags,2,2024-06-28 10:10:26.224733
6820832023-06-01 11:16:11.903,fake tags,2,2024-06-28 10:10:26.224733
6821392023-06-01 14:49:03.646,fake tags,2,2024-06-28 10:10:26.224733
6821602023-06-01 16:14:45.696,fake tags,2,2024-06-28 10:10:26.224733
6822292023-06-02 13:29:49.863,fake tags,2,2024-06-28 10:10:26.224733
6822782023-06-05 09:02:48.903,fake tags,2,2024-06-28 10:10:26.224733
6822812023-06-05 09:18:55.463,fake tags,2,2024-06-28 10:10:26.224733
6822892023-06-05 10:03:27.507,fake tags,2,2024-06-28 10:10:26.224733
6822972023-06-05 11:12:39.233,fake tags,2,2024-06-28 10:10:26.224733
6822992023-06-05 11:15:38.069,fake tags,2,2024-06-28 10:10:26.224733
6823162023-06-05 13:11:47.878,fake tags,2,2024-06-28 10:10:26.224733
6823172023-06-05 13:16:24.769,fake tags,2,2024-06-28 10:10:26.224733
6823212023-06-05 13:46:58.841,fake tags,2,2024-06-28 10:10:26.224733
6823562023-06-05 15:33:17.019,fake tags,2,2024-06-28 10:10:26.224733
6823672023-06-05 16:26:41.270,fake tags,2,2024-06-28 10:10:26.224733
6824152023-06-06 08:08:09.894,fake tags,2,2024-06-28 10:10:26.224733
6824282023-06-06 08:35:34.119,fake tags,2,2024-06-28 10:10:26.224733
6824702023-06-06 09:51:14.957,fake tags,2,2024-06-28 10:10:26.224733
6825662023-06-07 09:33:37.493,fake tags,2,2024-06-28 10:10:26.224733
6825682023-06-07 09:37:36.678,fake tags,2,2024-06-28 10:10:26.224733
6825702023-06-07 09:40:01.255,fake tags,2,2024-06-28 10:10:26.224733
6825712023-06-07 09:45:41.790,fake tags,2,2024-06-28 10:10:26.224733
6826502023-06-07 13:12:55.457,fake tags,2,2024-06-28 10:10:26.224733
6826512023-06-07 13:14:58.104,fake tags,2,2024-06-28 10:10:26.224733
6826532023-06-07 13:16:44.269,fake tags,2,2024-06-28 10:10:26.224733
6826892023-06-07 15:49:03.258,fake tags,2,2024-06-28 10:10:26.224733
6826992023-06-08 07:14:49.778,fake tags,2,2024-06-28 10:10:26.224733
6827072023-06-08 08:22:39.207,fake tags,2,2024-06-28 10:10:26.224733
6827252023-06-08 09:58:51.749,fake tags,2,2024-06-28 10:10:26.224733
6827262023-06-08 10:12:13.614,fake tags,2,2024-06-28 10:10:26.224733
6827422023-06-08 11:30:23.214,fake tags,2,2024-06-28 10:10:26.224733
6827502023-06-08 13:22:17.400,fake tags,2,2024-06-28 10:10:26.224733
6828082023-06-09 12:13:14.715,fake tags,2,2024-06-28 10:10:26.224733
6828132023-06-09 14:00:30.840,fake tags,2,2024-06-28 10:10:26.224733
6828142023-06-09 14:02:34.821,fake tags,2,2024-06-28 10:10:26.224733
6828172023-06-09 14:26:49.231,fake tags,2,2024-06-28 10:10:26.224733
6828182023-06-09 14:30:26.227,fake tags,2,2024-06-28 10:10:26.224733
6828192023-06-09 14:39:44.597,fake tags,2,2024-06-28 10:10:26.224733
6828532023-06-12 08:31:10.353,fake tags,2,2024-06-28 10:10:26.224733
6828902023-06-12 14:47:01.914,fake tags,2,2024-06-28 10:10:26.224733
6829092023-06-12 16:38:42.814,fake tags,2,2024-06-28 10:10:26.224733
6829302023-06-13 10:51:12.326,fake tags,2,2024-06-28 10:10:26.224733
6829322023-06-13 10:57:01.962,fake tags,2,2024-06-28 10:10:26.224733
6829412023-06-13 13:24:01.319,fake tags,2,2024-06-28 10:10:26.224733
6829512023-06-13 14:43:45.033,fake tags,2,2024-06-28 10:10:26.224733
6829702023-06-14 07:26:12.697,fake tags,2,2024-06-28 10:10:26.224733
6829992023-06-14 11:24:52.832,fake tags,2,2024-06-28 10:10:26.224733
6830032023-06-14 12:51:45.243,fake tags,2,2024-06-28 10:10:26.224733
6830052023-06-14 13:00:59.592,fake tags,2,2024-06-28 10:10:26.224733
6830062023-06-14 13:01:24.704,fake tags,2,2024-06-28 10:10:26.224733
6830092023-06-14 13:22:35.637,fake tags,2,2024-06-28 10:10:26.224733
6830442023-06-15 09:21:00.138,fake tags,2,2024-06-28 10:10:26.224733
6830542023-06-15 10:59:46.902,fake tags,2,2024-06-28 10:10:26.224733
6830612023-06-15 11:45:50.980,fake tags,2,2024-06-28 10:10:26.224733
6830672023-06-15 13:04:08.714,fake tags,2,2024-06-28 10:10:26.224733
6831462023-06-16 14:18:22.952,fake tags,2,2024-06-28 10:10:26.224733
6832242023-06-19 13:15:51.850,fake tags,2,2024-06-28 10:10:26.224733
6832272023-06-19 13:21:37.658,fake tags,2,2024-06-28 10:10:26.224733
6832932023-06-20 07:38:55.142,fake tags,2,2024-06-28 10:10:26.224733
6832992023-06-20 08:46:40.202,fake tags,2,2024-06-28 10:10:26.224733
6833042023-06-20 09:54:32.205,fake tags,2,2024-06-28 10:10:26.224733
6833302023-06-20 12:33:37.494,fake tags,2,2024-06-28 10:10:26.224733
6833362023-06-20 13:17:15.756,fake tags,2,2024-06-28 10:10:26.224733
6833522023-06-20 15:08:59.630,fake tags,2,2024-06-28 10:10:26.224733
6834132023-06-21 12:36:43.881,fake tags,2,2024-06-28 10:10:26.224733
6834312023-06-21 16:14:13.487,fake tags,2,2024-06-28 10:10:26.224733
6835092023-06-22 12:41:10.523,fake tags,2,2024-06-28 10:10:26.224733
6835162023-06-22 12:57:28.582,fake tags,2,2024-06-28 10:10:26.224733
6835212023-06-22 13:17:40.016,fake tags,2,2024-06-28 10:10:26.224733
6835222023-06-22 13:17:56.227,fake tags,2,2024-06-28 10:10:26.224733
6835842023-06-23 10:24:53.528,fake tags,2,2024-06-28 10:10:26.224733
6836152023-06-23 13:04:47.399,fake tags,2,2024-06-28 10:10:26.224733
6836622023-06-24 07:34:10.219,fake tags,2,2024-06-28 10:10:26.224733
6836702023-06-26 08:08:22.527,fake tags,2,2024-06-28 10:10:26.224733
6836822023-06-26 09:12:38.086,fake tags,2,2024-06-28 10:10:26.224733
6836862023-06-26 10:06:46.585,fake tags,2,2024-06-28 10:10:26.224733
6837212023-06-26 15:46:40.818,fake tags,2,2024-06-28 10:10:26.224733
6837322023-06-27 08:40:53.559,fake tags,2,2024-06-28 10:10:26.224733
6837502023-06-27 11:18:55.711,fake tags,2,2024-06-28 10:10:26.224733
6837512023-06-27 12:23:16.260,fake tags,2,2024-06-28 10:10:26.224733
6838032023-06-28 08:20:14.915,fake tags,2,2024-06-28 10:10:26.224733
6838122023-06-28 09:46:04.048,fake tags,2,2024-06-28 10:10:26.224733
6838362023-06-28 15:31:54.206,fake tags,2,2024-06-28 10:10:26.224733
6838482023-06-29 09:04:10.404,fake tags,2,2024-06-28 10:10:26.224733
6838532023-06-29 12:35:02.408,fake tags,2,2024-06-28 10:10:26.224733
6838552023-06-29 12:45:13.369,fake tags,2,2024-06-28 10:10:26.224733
6838622023-06-30 08:34:44.572,fake tags,2,2024-06-28 10:10:26.224733
6838722023-06-30 10:42:08.942,fake tags,2,2024-06-28 10:10:26.224733
6838872023-06-30 13:44:47.800,fake tags,2,2024-06-28 10:10:26.224733
6839512023-07-03 15:17:33.044,fake tags,2,2024-06-28 10:10:26.224733
6839722023-07-04 08:44:04.911,fake tags,2,2024-06-28 10:10:26.224733
6839902023-07-04 10:53:55.936,fake tags,2,2024-06-28 10:10:26.224733
6840472023-07-04 17:22:23.840,fake tags,2,2024-06-28 10:10:26.224733
6840522023-07-05 08:41:28.473,fake tags,2,2024-06-28 10:10:26.224733
6840592023-07-05 09:02:30.055,fake tags,2,2024-06-28 10:10:26.224733
6840672023-07-05 09:29:46.291,fake tags,2,2024-06-28 10:10:26.224733
6840722023-07-05 10:25:58.840,fake tags,2,2024-06-28 10:10:26.224733
6841042023-07-06 08:23:29.605,fake tags,2,2024-06-28 10:10:26.224733
6841202023-07-06 10:02:00.590,fake tags,2,2024-06-28 10:10:26.224733
6841382023-07-06 13:43:58.520,fake tags,2,2024-06-28 10:10:26.224733
6841492023-07-06 15:33:54.950,fake tags,2,2024-06-28 10:10:26.224733
6841522023-07-06 15:52:28.669,fake tags,2,2024-06-28 10:10:26.224733
6842242023-07-07 14:47:05.069,fake tags,2,2024-06-28 10:10:26.224733
6842492023-07-10 08:08:42.670,fake tags,2,2024-06-28 10:10:26.224733
6842922023-07-10 14:24:07.504,fake tags,2,2024-06-28 10:10:26.224733
6843042023-07-10 15:47:11.901,fake tags,2,2024-06-28 10:10:26.224733
6843132023-07-10 16:15:22.330,fake tags,2,2024-06-28 10:10:26.224733
6843882023-07-11 12:16:24.178,fake tags,2,2024-06-28 10:10:26.224733
6843962023-07-11 12:39:32.618,fake tags,2,2024-06-28 10:10:26.224733
6844012023-07-11 13:12:07.140,fake tags,2,2024-06-28 10:10:26.224733
6844172023-07-11 14:59:04.215,fake tags,2,2024-06-28 10:10:26.224733
6844202023-07-11 15:38:35.334,fake tags,2,2024-06-28 10:10:26.224733
6844222023-07-11 16:10:24.818,fake tags,2,2024-06-28 10:10:26.224733
6844312023-07-12 08:51:11.044,fake tags,2,2024-06-28 10:10:26.224733
6844712023-07-12 11:53:50.118,fake tags,2,2024-06-28 10:10:26.224733
6845462023-07-12 15:48:16.552,fake tags,2,2024-06-28 10:10:26.224733
6845802023-07-13 09:34:16.039,fake tags,2,2024-06-28 10:10:26.224733
6846402023-07-17 09:35:13.919,fake tags,2,2024-06-28 10:10:26.224733
6846752023-07-17 13:49:39.620,fake tags,2,2024-06-28 10:10:26.224733
6846792023-07-17 13:55:39.608,fake tags,2,2024-06-28 10:10:26.224733
6847022023-07-18 07:36:50.140,fake tags,2,2024-06-28 10:10:26.224733
6847662023-07-18 13:00:45.436,fake tags,2,2024-06-28 10:10:26.224733
6848092023-07-19 07:54:19.369,fake tags,2,2024-06-28 10:10:26.224733
6848522023-07-19 13:14:26.417,fake tags,2,2024-06-28 10:10:26.224733
6848642023-07-19 14:43:59.616,fake tags,2,2024-06-28 10:10:26.224733
6848702023-07-19 15:09:31.673,fake tags,2,2024-06-28 10:10:26.224733
6849252023-07-20 11:20:46.577,fake tags,2,2024-06-28 10:10:26.224733
6849262023-07-20 11:54:49.463,fake tags,2,2024-06-28 10:10:26.224733
6849542023-07-20 15:48:29.820,fake tags,2,2024-06-28 10:10:26.224733
6849852023-07-21 08:55:25.303,fake tags,2,2024-06-28 10:10:26.224733
6850152023-07-21 14:10:33.469,fake tags,2,2024-06-28 10:10:26.224733
6850352023-07-24 07:57:07.395,fake tags,2,2024-06-28 10:10:26.224733
6850462023-07-24 09:15:50.091,fake tags,2,2024-06-28 10:10:26.224733
6850862023-07-24 13:51:43.104,fake tags,2,2024-06-28 10:10:26.224733
6851422023-07-25 09:50:50.618,fake tags,2,2024-06-28 10:10:26.224733
6851482023-07-25 10:23:18.851,fake tags,2,2024-06-28 10:10:26.224733
6851552023-07-25 11:36:51.006,fake tags,2,2024-06-28 10:10:26.224733
6851592023-07-25 12:41:35.226,fake tags,2,2024-06-28 10:10:26.224733
6851602023-07-25 12:43:26.991,fake tags,2,2024-06-28 10:10:26.224733
6852332023-07-26 10:34:15.758,fake tags,2,2024-06-28 10:10:26.224733
6852532023-07-26 12:33:06.447,fake tags,2,2024-06-28 10:10:26.224733
6852862023-07-26 15:05:15.128,fake tags,2,2024-06-28 10:10:26.224733
6853002023-07-26 17:02:21.620,fake tags,2,2024-06-28 10:10:26.224733
6853392023-07-27 13:01:19.841,fake tags,2,2024-06-28 10:10:26.224733
